video_id,answer
62a9513ae9305607fd5af01a_q3_personality,0.10659242421388626
5c5198da659655000168955d_q3_personality,0.09731467813253403
6121aaee9d29f0c6e3bc8bea_q3_personality,0.09648045152425766
5dd365bdaf16d337333e212e_q3_personality,0.09093904495239258
63c25e4d8faec4d0ce9b0971_q3_personality,0.09813962876796722
5ffc97615991d411f8ceff96_q3_personality,0.0880606546998024
631636ea6359694a5ae0be31_q3_personality,0.08564291149377823
6361a6a7be16d8144319fd3a_q3_personality,0.09628479182720184
5f400d4a51a8cd1011b37455_q3_personality,0.08920412510633469
5d1e2045a37a4d001a1fc2cb_q3_personality,0.08335168659687042
6384d848165f7e57de28607c_q3_personality,0.1036888062953949
6318ede447b67917e308d47a_q3_personality,0.08613091707229614
62b32a0ea4ec7b2c14906e26_q3_personality,0.09440992027521133
6314e875f7c98f1d344b2e3f_q3_personality,0.08787562698125839
62878aaca0be0ca1e7a3e553_q3_personality,0.10044035315513611
5dcdb60be64aaa07c14065cc_q3_personality,0.09325429052114487
5e88dd7a0febe805d3a120b6_q3_personality,0.09973884373903275
5bfd81fb2feab400014d9060_q3_personality,0.09801968187093735
5c552224f979a40001c44e4d_q3_personality,0.0864337608218193
620bdccba922fc3f247f6adb_q3_personality,0.08694180846214294
5dec01e809c107301c5e307f_q3_personality,0.10295452922582626
61523f5edff0567aa388e752_q3_personality,0.10520806163549423
5bc5356e65cfb8000154bd82_q3_personality,0.088955819606781
60c90880a1658fe3dd81094d_q3_personality,0.102373406291008
606be72bace337114c3765ba_q3_personality,0.10605251789093018
6234a71d1b478a615e51ab69_q3_personality,0.09569763392210007
6335fd309608ba9c606477fc_q3_personality,0.10804936289787292
639f81939ef6d257c948425c_q3_personality,0.10758043080568314
5cc3f0f9fdb33500018c5eeb_q3_personality,0.08903477340936661
5dd1013c92b0d219edafe572_q3_personality,0.09557706862688065
627121bbdd4e39bcc0a0079f_q3_personality,0.09507065266370773
5fba83d59b6574a3b7a9cdef_q3_personality,0.10473095625638962
6143af8721d1445864c4f6c8_q3_personality,0.09882964193820953
61213e741b9f968b5a292acb_q3_personality,0.08819594234228134
5e8801fc141e8b4872b73310_q3_personality,0.08207901567220688
62d458437af301fdbda37ebf_q3_personality,0.09792345017194748
5f44c445cfb0a801244f652f_q3_personality,0.0877240002155304
