video_id,answer
62a9513ae9305607fd5af01a_q5_personality,3.099193811416626
5c5198da659655000168955d_q5_personality,3.355612277984619
6121aaee9d29f0c6e3bc8bea_q5_personality,3.0922529697418213
5dd365bdaf16d337333e212e_q5_personality,3.1365764141082764
63c25e4d8faec4d0ce9b0971_q5_personality,3.373178243637085
5ffc97615991d411f8ceff96_q5_personality,3.504041910171509
631636ea6359694a5ae0be31_q5_personality,3.17874813079834
6361a6a7be16d8144319fd3a_q5_personality,2.683732271194458
5f400d4a51a8cd1011b37455_q5_personality,3.445807695388794
5d1e2045a37a4d001a1fc2cb_q5_personality,3.3110458850860596
6384d848165f7e57de28607c_q5_personality,2.9438819885253906
6318ede447b67917e308d47a_q5_personality,3.2565886974334717
62b32a0ea4ec7b2c14906e26_q5_personality,3.253635883331299
6314e875f7c98f1d344b2e3f_q5_personality,3.4015371799468994
62878aaca0be0ca1e7a3e553_q5_personality,3.6491341590881348
5dcdb60be64aaa07c14065cc_q5_personality,3.4438860416412354
5e88dd7a0febe805d3a120b6_q5_personality,3.4183342456817627
5bfd81fb2feab400014d9060_q5_personality,3.6940910816192627
5c552224f979a40001c44e4d_q5_personality,3.496145009994507
620bdccba922fc3f247f6adb_q5_personality,3.351963996887207
5dec01e809c107301c5e307f_q5_personality,3.366358757019043
61523f5edff0567aa388e752_q5_personality,3.441340446472168
5bc5356e65cfb8000154bd82_q5_personality,3.687338352203369
60c90880a1658fe3dd81094d_q5_personality,3.073427200317383
606be72bace337114c3765ba_q5_personality,3.5947420597076416
6234a71d1b478a615e51ab69_q5_personality,2.9965338706970215
6335fd309608ba9c606477fc_q5_personality,3.275758981704712
639f81939ef6d257c948425c_q5_personality,3.2249855995178223
5cc3f0f9fdb33500018c5eeb_q5_personality,3.3035049438476562
5dd1013c92b0d219edafe572_q5_personality,3.726649761199951
627121bbdd4e39bcc0a0079f_q5_personality,3.0978264808654785
5fba83d59b6574a3b7a9cdef_q5_personality,3.515005111694336
6143af8721d1445864c4f6c8_q5_personality,3.183356285095215
61213e741b9f968b5a292acb_q5_personality,3.11655330657959
5e8801fc141e8b4872b73310_q5_personality,3.8600990772247314
62d458437af301fdbda37ebf_q5_personality,3.6358821392059326
5f44c445cfb0a801244f652f_q5_personality,3.506016731262207
63bc6e03a6ee3b96041c5e7c_q5_personality,3.506242513656616
580d5d1f357e890001dd14ce_q5_personality,3.0705173015594482
5f6d0c1efaad4d16c44fdd6d_q5_personality,3.4517529010772705
6361498e831b3d9b3319fd7a_q5_personality,3.29365873336792
63616da01c4fd05b28584b14_q5_personality,3.3121397495269775
632ff41f3631baf749984e3e_q5_personality,3.3011415004730225
60fd5824d314436829b64e0a_q5_personality,3.1550724506378174
5f58d7941af44708223b94da_q5_personality,3.2504396438598633
60ca933bf8c977b730f77adb_q5_personality,3.4195573329925537
62c2f317234b9ce70f6d3578_q5_personality,3.3486170768737793
60ff5a85c957076686176e22_q5_personality,3.1065642833709717
5f7b85c23139fa143589b106_q5_personality,3.1157352924346924
62699ca4c48ff1d410fcd8f7_q5_personality,3.5265910625457764
6394e83b4be197877056c3bd_q5_personality,3.4691405296325684
614e0f70c4f1690a32f4b1a4_q5_personality,3.3526275157928467
56cc78e3ccc0e20006b82a7d_q5_personality,3.4431393146514893
62d59a7b40c07da2c0a5b473_q5_personality,3.2560060024261475
615009a911243c691332e533_q5_personality,3.6603457927703857
55a44167fdf99b12b371c88c_q5_personality,3.2255361080169678
611844d4991f934439fb1c09_q5_personality,3.4521687030792236
5b894987e79bf50001e1ff95_q5_personality,3.337120532989502
6330deabf9912c7e44d35a69_q5_personality,3.2852463722229004
60fee0ff7ad35c6bfa536947_q5_personality,3.3575844764709473
5e55c629171aa20a11be18ea_q5_personality,3.742629051208496
5dedec3919398a49e1133b0d_q5_personality,3.4391791820526123
58c1ce3c3783090001b49355_q5_personality,3.15303897857666
62fe7fcc250311d93a7d6268_q5_personality,3.320629119873047
6269dec10f8322b86513df05_q5_personality,3.217505931854248
60fde4a578cf2748430c899c_q5_personality,3.582956314086914
60a30f9cd72ab8c6198d1bf6_q5_personality,3.452179431915283
63b5cb851b4ecdfcf20e92bd_q5_personality,3.185051441192627
5faef0fba9c3220dc424c28b_q5_personality,3.411181688308716
5d8934dc4c680f00181616f8_q5_personality,3.3501102924346924
5dd5bde832699257cc9a2fef_q5_personality,3.1476075649261475
610ed1ac68f6c344f9a8b17d_q5_personality,3.429232597351074
61117b4c2cfd3745eb8c4087_q5_personality,2.9782912731170654
5ef9df1812148a78af8e76dc_q5_personality,3.21124005317688
5ce2dac69ab6de0018fabe6d_q5_personality,3.253387689590454
5c076bc5e30c400001fc6f5a_q5_personality,3.596360445022583
637e384ecec03b1103500c04_q5_personality,3.574085235595703
631b7e747ad94015bc372ca4_q5_personality,3.282853126525879
62eecc131c4b40e5a9fdb8c0_q5_personality,3.239330530166626
5eea18fc3e537f0c21f2e9df_q5_personality,3.220839738845825
6297a75cd3f65c8152c48c2d_q5_personality,3.2905704975128174
62f27a3248a586b50eb6770b_q5_personality,3.0377283096313477
6110d5e5c6ce466532978870_q5_personality,2.7465195655822754
60b8e59ef963cd7c6989cd37_q5_personality,3.442298173904419
628fa4639666e8550aa139d5_q5_personality,2.9175608158111572
603fa7d057d382087d66d1c2_q5_personality,3.666717767715454
59014ee029f42300013cc5b7_q5_personality,3.780174493789673
5dc7870428e0d566b626bcb9_q5_personality,2.8821091651916504
598ba20f716a2c000187ce01_q5_personality,3.5024969577789307
5de9ce848b29320fd922c587_q5_personality,3.7386505603790283
62f7899403f442ec3cbb6bae_q5_personality,3.4840176105499268
62b9b95e108fbc4df78a2956_q5_personality,3.1634600162506104
6010b85d6f53774500088add_q5_personality,3.3847532272338867
612065dc0aa390e70c9848ff_q5_personality,3.4733307361602783
614f3f044ab295ed97809caa_q5_personality,3.216256618499756
56ac1289f209e0000cdabbe6_q5_personality,3.0281410217285156
5e83d36b6d7daf107aea7a7c_q5_personality,3.504617691040039
610075fa5484c42a0afefc8c_q5_personality,3.2330288887023926
63235c5bf70d8e4f79b205cd_q5_personality,3.3157243728637695
6114536a855a3dde7292bdde_q5_personality,3.589723825454712
6346ec54d92718e50403c433_q5_personality,3.153581380844116
5de78a77599d506f27692fcf_q5_personality,3.6733601093292236
602b5ccc19eacc286402decf_q5_personality,3.014120578765869
60008e2ee4d8c913c602e0cd_q5_personality,3.300163507461548
60ff143e987163faf9bf15d6_q5_personality,3.117644786834717
63b6d3e17fd3063a57be2512_q5_personality,3.3975088596343994
63a4beddbca210e467a24f32_q5_personality,3.1758668422698975
6294de1b341cd20e308d1a4a_q5_personality,3.348679780960083
60960a29d02b9ada38f583b5_q5_personality,3.425731658935547
558a327cfdf99b2d75651681_q5_personality,3.3151912689208984
62989737409d018c733483c1_q5_personality,3.130124092102051
5bebd4111296920001d55c5a_q5_personality,3.454118251800537
62e6bfc9a37d8881f96efd81_q5_personality,3.4043753147125244
5d99898ab82ce10398fc1556_q5_personality,3.5593366622924805
5c92aa671ce0cd00128c6c86_q5_personality,3.743828535079956
5e836a3c2598d409928dae31_q5_personality,3.4799375534057617
62a731da9fe4975958c14948_q5_personality,3.5074312686920166
5ea4c1cb7a313648ab349f3d_q5_personality,2.9665660858154297
5c9ac1ed2497d20001689f53_q5_personality,3.406773328781128
6102f78ac1791768db58ed54_q5_personality,3.313412666320801
60ca70f0bb3fef9c094682eb_q5_personality,3.0202133655548096
5cc8cab1f67ce800171cc5b2_q5_personality,3.4191789627075195
611c60d5deace46324300f93_q5_personality,3.291696548461914
6294e3dd871a695346c5d97a_q5_personality,3.4889049530029297
63614a372fef8174fe8363f1_q5_personality,3.2140986919403076
5f18ff404f90fe1473c2e3b6_q5_personality,3.493819236755371
60ff1e2a6e2955fdf4315335_q5_personality,3.3394293785095215
62acb8e852416f340637c4cc_q5_personality,3.2697038650512695
6331b9456956d880a1e4632f_q5_personality,3.338301181793213
6111502e4dba0ac8447e8c28_q5_personality,3.107679605484009
